,date,teff,ts,ps
0,2021-03-23 00:00:00,260.122646,296.6248233897625,1005.54464764724
1,2021-03-23 03:00:00,259.6559955,294.739336455905,1008.12524764724
2,2021-03-23 06:00:00,259.50057699999996,294.085996544095,1004.948688
3,2021-03-23 09:00:00,259.26432650000004,293.77499995590495,1004.542188
4,2021-03-23 12:00:00,259.120744,296.94349313228497,1007.0081476472401
5,2021-03-23 15:00:00,259.562042,307.14461741181,1006.7129476472401
6,2021-03-23 18:00:00,260.2208370000001,306.522592514955,1003.0344476472401
7,2021-03-23 21:00:00,260.37276349999996,301.89215041180995,1000.9364879999999
8,2021-03-24 00:00:00,260.43807000000004,298.376404794095,1004.1690476472401
9,2021-03-24 03:00:00,260.0374595,295.3507961322849,1004.7069476472402
10,2021-03-24 06:00:00,259.76793050000003,295.31513650000005,1003.375288
11,2021-03-24 09:00:00,259.6949215,294.550369955905,1001.53546764724
12,2021-03-24 12:00:00,259.69333950000004,300.661338,1005.344388
13,2021-03-24 15:00:00,260.03995050000003,308.44087291181,1003.941
14,2021-03-24 18:00:00,260.439159,307.90074069133505,1001.4926476472401
15,2021-03-24 21:00:00,260.90021,303.6993127496149,999.8532879999999
16,2021-03-25 00:00:00,260.543266,298.5448260220475,1002.6643
17,2021-03-25 03:00:00,260.1387045,296.03002926457,1002.01706764724
18,2021-03-25 06:00:00,260.1627485,295.10817108819003,1003.3682476472401
19,2021-03-25 09:00:00,260.01399599999996,294.85520154409505,1003.5575476472401
20,2021-03-25 12:00:00,260.053732,300.09993754409504,1001.44386764724
21,2021-03-25 15:00:00,260.6010715,308.81974132361995,1000.3939676472401
22,2021-03-25 18:00:00,261.1631645,310.78253982362,1000.3895476472401
23,2021-03-25 21:00:00,261.45468200000005,305.44284127952506,999.03784764724
24,2021-03-26 00:00:00,261.49836500000004,299.22815752952505,999.052188
25,2021-03-26 03:00:00,261.0366900000001,297.72543991181004,998.90226764724
26,2021-03-26 06:00:00,260.63553950000005,296.98824827952507,998.33506764724
27,2021-03-26 09:00:00,260.62948150000005,294.78003004409504,998.31416764724
28,2021-03-26 12:00:00,260.47400400000004,299.60028119133506,1003.7771476472401
29,2021-03-26 15:00:00,260.68995900000004,308.826214691335,1001.814888
30,2021-03-26 18:00:00,261.2047775000001,308.83949458818995,996.2279676472399
31,2021-03-26 21:00:00,261.27663400000006,302.60020323543006,999.22454764724
32,2021-03-27 00:00:00,261.238644,298.23493791181,998.745388
33,2021-03-27 03:00:00,260.7104765,299.148765455905,1000.350188
34,2021-03-27 06:00:00,260.05592700000005,294.74946795590506,1000.6344476472401
35,2021-03-27 09:00:00,259.9560075,294.55333345590503,999.630088
36,2021-03-27 12:00:00,259.628366,298.53627669133505,1003.7460476472401
37,2021-03-27 15:00:00,259.96328450000004,303.1831160590501,1001.6113879999999
38,2021-03-27 18:00:00,259.942043,302.29661592676507,1000.17554764724
39,2021-03-27 21:00:00,259.1856495,294.8565490070925,1002.19942035276
40,2021-03-28 00:00:00,259.119543,292.36368906614257,1003.47454764724
41,2021-03-28 03:00:00,258.92892700000004,292.01605958819005,1004.137888
42,2021-03-28 06:00:00,258.62302850000003,292.1972649559049,1005.31694764724
43,2021-03-28 09:00:00,258.20621,291.46759649999996,1003.493
44,2021-03-28 12:00:00,258.084456,291.57473145590507,1007.2419476472401
45,2021-03-28 15:00:00,258.30420200000003,292.768933367715,1005.1723
46,2021-03-28 18:00:00,258.419276,293.805892367715,1004.51484764724
47,2021-03-28 21:00:00,258.4411295,292.91882354409495,1003.5520476472401
48,2021-03-29 00:00:00,258.5445775,292.25121420590494,1006.69734764724
49,2021-03-29 03:00:00,258.4428505,291.77422808819,1004.613
50,2021-03-29 06:00:00,258.1457885,292.33636691181,1003.382
51,2021-03-29 09:00:00,257.82293549999997,291.986603,1005.97304764724
52,2021-03-29 12:00:00,257.878463,292.574436044095,1007.96714764724
53,2021-03-29 15:00:00,257.9819265,299.238690191335,1007.451188
54,2021-03-29 18:00:00,258.1250455,298.85346508819003,1006.0482356472401
55,2021-03-29 21:00:00,257.967686,294.75796367638003,1004.974688
56,2021-03-30 00:00:00,258.04432549999996,292.26993600000003,1004.8237879999999
57,2021-03-30 03:00:00,258.093234,292.3180589118101,1007.1508476472401
58,2021-03-30 06:00:00,257.888804,290.95627973543003,1004.7087879999999
59,2021-03-30 09:00:00,257.64824949999996,288.66446982362004,1007.45034764724
60,2021-03-30 12:00:00,257.702035,293.54290382362,1007.5417476472401
61,2021-03-30 15:00:00,258.12650350000007,300.899474867715,1007.57534764724
62,2021-03-30 18:00:00,258.5774025,302.39974627952506,1004.52284764724
63,2021-03-30 21:00:00,258.74961550000006,297.31497441181,1002.7566879999999
64,2021-03-31 00:00:00,258.69065700000004,291.2326706838575,1004.347988
65,2021-03-31 03:00:00,258.5915675,289.56318497795246,1002.41986764724
